SAMPID	CD276_tpm	Histology
TARGET-50-PALEZT-01	114.546422112251	Wilms tumor
TARGET-50-PALFME-01	215.507418377694	Wilms tumor
TARGET-50-PALFME-02	167.439055198419	Wilms tumor
TARGET-50-PALFRD-01	113.763058721155	Wilms tumor
TARGET-50-PALGAZ-01	239.303017866779	Wilms tumor
TARGET-50-PALGLU-01	77.1119716355619	Wilms tumor
TARGET-50-PALGVY-01	92.5387668394791	Wilms tumor
TARGET-50-PALJIP-01	182.441893843106	Wilms tumor
TARGET-50-PALJIP-02	83.1811503670004	Wilms tumor
TARGET-50-PALKCW-01	139.516373709807	Wilms tumor
TARGET-50-PALKRS-01	23.1500628741892	Wilms tumor
TARGET-50-PALLFB-01	279.944054833785	Wilms tumor
TH03_0004_S02	20.2000000000612	Hepatoblastoma
TH03_0004_S03	20.6500000000096	Hepatoblastoma
TH03_0004_S04	61.0999999998658	Hepatoblastoma
TH03_0006_S01	79.9600000000233	RMS
TH03_0006_S03	111.399999999722	RMS
TH03_0008_S01	89.9699999997574	Neuroblastoma
TH03_0012_S01	114.160000000103	Wilms tumor
TH03_0012_S02	158.830000000508	Wilms tumor
TH03_0014_S01	36.8799999999039	Ewing sarcoma
TH03_0015_S01	113.610000000245	Neuroblastoma
TH03_0015_S02	78.4599999998141	Neuroblastoma
TH03_0017_S01	22.1099999999535	Hepatoblastoma
TH03_0017_S02	22.0499999999684	Hepatoblastoma
TH03_0022_S01	720.4999999994	Osteosarcoma
TH03_0025_S02	98.7499999998378	Osteosarcoma
TH03_0027_S01	301.589999999077	Osteosarcoma
TH03_0027_S03	257.190000000111	Osteosarcoma
TH03_0027_S04	139.319999999999	Osteosarcoma
TH03_0029_S01	397.969999999211	Osteosarcoma
TH03_0038_S01	215.189999999455	Osteosarcoma
TH03_0104_S01	60.440000000152	Hepatoblastoma
TH03_0106_S01	44.6899999998821	Ewing sarcoma
TH03_0107_S01	59.7600000001113	Hepatoblastoma
TH03_0116_S01	61.9300000001166	Hepatoblastoma
TH03_0139_S01	421.31000000018	Osteosarcoma
TH03_0140_S01	285.710000000885	Osteosarcoma
TH03_0141_S01	331.289999999468	Osteosarcoma
TH03_0143_S01	254.650000000074	Osteosarcoma
TH03_0143_S02	116.440000000123	Osteosarcoma
TH03_0144_S01	416.439999999211	Wilms tumor
TH03_0157_S01	41.7600000001255	Ewing sarcoma
TH03_0159_S01	203.769999999814	Osteosarcoma
TH03_0159_S02	176.940000000267	Osteosarcoma
TH03_0160_S01	65.2600000001704	Osteosarcoma
TH03_0287_S01	175.390000000155	Neuroblastoma
TH03_0288_S01	54.1400000001733	Neuroblastoma
TH03_0296_S01	152.480000000206	Osteosarcoma
TH03_0296_S02	45.3799999999589	Osteosarcoma
TH03_0296_S03	478.43000000042	Osteosarcoma
TH03_0296_S04	174.800000000482	Osteosarcoma
TH06_0284_S01	32.840000000112	Neuroblastoma
TH06_0615_S01	70.2800000001384	Ewing sarcoma
